Date,City,Category,Product,Quantity,UnitPrice,Sales,PaymentMethod
2025-07-29,Bengaluru,Tea,Masala Chai,1,80,80,UPI
2025-12-23,Pune,Coffee,Cappuccino,2,180,360,UPI
2025-06-10,Bengaluru,Snacks,Sandwich,3,180,540,UPI
2025-02-25,Delhi,Coffee,Latte,1,200,200,Card
2025-04-02,Hyderabad,Cold Drinks,Cola,3,90,270,UPI
2025-09-13,Mumbai,Tea,Lemon Tea,3,90,270,UPI
2025-09-12,Delhi,Cold Drinks,Iced Tea,1,140,140,UPI
2025-10-28,Mumbai,Snacks,Fries,1,120,120,UPI
2025-04-08,Delhi,Bakery,Croissant,1,150,150,Card
2025-12-30,Bengaluru,Bakery,Cookie,1,60,60,Cash
2025-07-29,Mumbai,Bakery,Croissant,3,150,450,UPI
2025-03-19,Bengaluru,Bakery,Croissant,2,150,300,UPI
2025-04-02,Hyderabad,Tea,Masala Chai,2,80,160,UPI
2025-02-15,Delhi,Tea,Lemon Tea,1,90,90,UPI
2025-11-27,Mumbai,Coffee,Espresso,3,120,360,UPI
2025-07-14,Mumbai,Tea,Lemon Tea,1,90,90,UPI
2025-10-01,Mumbai,Tea,Lemon Tea,3,90,270,Cash
2025-06-15,Pune,Tea,Lemon Tea,2,90,180,UPI
2025-06-29,Mumbai,Snacks,Samosa,1,40,40,UPI
2025-09-12,Hyderabad,Bakery,Croissant,1,150,150,Cash
2025-11-10,Delhi,Bakery,Croissant,1,150,150,Cash
2025-09-30,Bengaluru,Coffee,Latte,3,200,600,Cash
2025-03-12,Pune,Cold Drinks,Cola,1,90,90,UPI
2025-10-04,Delhi,Coffee,Cappuccino,3,180,540,UPI
2025-04-02,Mumbai,Coffee,Latte,1,200,200,UPI
2025-05-15,Bengaluru,Snacks,Samosa,3,40,120,UPI
2025-04-30,Pune,Cold Drinks,Cola,1,90,90,Card
2025-12-05,Pune,Bakery,Croissant,2,150,300,Cash
2025-09-25,Pune,Coffee,Cold Brew,1,220,220,Cash
2025-01-21,Hyderabad,Coffee,Latte,2,200,400,UPI
2025-02-12,Pune,Coffee,Espresso,1,120,120,UPI
2025-03-21,Mumbai,Snacks,Sandwich,1,180,180,UPI
2025-07-01,Pune,Coffee,Cold Brew,1,220,220,Card
2025-08-16,Bengaluru,Snacks,Sandwich,3,180,540,UPI
2025-10-07,Delhi,Tea,Masala Chai,3,80,240,UPI
2025-07-24,Mumbai,Coffee,Cold Brew,1,220,220,UPI
2025-01-20,Pune,Snacks,Fries,2,120,240,Card
2025-10-11,Delhi,Coffee,Cappuccino,2,180,360,Cash
2025-02-23,Mumbai,Tea,Lemon Tea,3,90,270,UPI
2025-03-21,Pune,Coffee,Espresso,3,120,360,Card
2025-04-11,Pune,Snacks,Samosa,3,40,120,Cash
2025-05-23,Mumbai,Tea,Masala Chai,1,80,80,UPI
2025-07-04,Delhi,Bakery,Croissant,3,150,450,UPI
2025-10-05,Pune,Coffee,Latte,1,200,200,Card
2025-08-08,Pune,Bakery,Cookie,1,60,60,UPI
2025-12-21,Pune,Coffee,Espresso,3,120,360,Card
2025-03-19,Delhi,Snacks,Sandwich,2,180,360,Card
2025-10-12,Hyderabad,Coffee,Espresso,2,120,240,Card
2025-08-10,Delhi,Coffee,Cappuccino,3,180,540,Cash
2025-01-02,Bengaluru,Snacks,Samosa,2,40,80,UPI
2025-11-09,Pune,Tea,Green Tea,3,100,300,Card
2025-07-11,Delhi,Coffee,Cold Brew,3,220,660,Card
2025-06-27,Pune,Coffee,Cappuccino,3,180,540,Cash
2025-04-26,Mumbai,Tea,Lemon Tea,2,90,180,UPI
2025-07-22,Mumbai,Coffee,Cappuccino,1,180,180,Card
2025-08-11,Delhi,Tea,Green Tea,1,100,100,UPI
2025-03-13,Hyderabad,Tea,Lemon Tea,2,90,180,UPI
2025-12-31,Delhi,Snacks,Fries,1,120,120,UPI
2025-01-27,Hyderabad,Coffee,Cappuccino,3,180,540,UPI
2025-09-06,Mumbai,Cold Drinks,Smoothie,3,250,750,Card
2025-05-05,Pune,Coffee,Cold Brew,2,220,440,Card
2025-08-02,Pune,Bakery,Croissant,2,150,300,UPI
2025-06-07,Delhi,Tea,Masala Chai,3,80,240,Card
2025-03-27,Hyderabad,Snacks,Fries,1,120,120,Card
2025-04-22,Delhi,Cold Drinks,Cola,1,90,90,UPI
2025-08-02,Pune,Coffee,Latte,1,200,200,UPI
2025-11-17,Pune,Coffee,Cold Brew,3,220,660,UPI
2025-02-14,Mumbai,Tea,Masala Chai,2,80,160,Cash
2025-04-24,Pune,Coffee,Cappuccino,3,180,540,Card
2025-05-28,Mumbai,Cold Drinks,Iced Tea,3,140,420,UPI
2025-04-23,Pune,Coffee,Latte,1,200,200,Card
2025-11-18,Mumbai,Bakery,Muffin,2,120,240,UPI
2025-02-15,Hyderabad,Bakery,Cookie,1,60,60,UPI
2025-02-11,Pune,Snacks,Fries,3,120,360,UPI
2025-06-05,Mumbai,Tea,Lemon Tea,1,90,90,UPI
2025-04-13,Mumbai,Coffee,Cold Brew,2,220,440,UPI
2025-10-15,Delhi,Bakery,Cookie,2,60,120,Cash
2025-05-24,Pune,Bakery,Croissant,3,150,450,UPI
2025-06-02,Hyderabad,Coffee,Espresso,2,120,240,Cash
2025-11-23,Delhi,Tea,Green Tea,3,100,300,UPI
2025-02-21,Pune,Coffee,Cold Brew,1,220,220,UPI
2025-02-27,Mumbai,Snacks,Samosa,1,40,40,UPI
2025-09-24,Delhi,Bakery,Croissant,3,150,450,UPI
2025-03-28,Mumbai,Cold Drinks,Smoothie,1,250,250,UPI
2025-07-25,Mumbai,Tea,Green Tea,3,100,300,Card
2025-06-09,Delhi,Tea,Green Tea,3,100,300,Card
2025-09-22,Mumbai,Coffee,Latte,1,200,200,Card
2025-06-18,Hyderabad,Cold Drinks,Smoothie,1,250,250,Cash
2025-06-22,Mumbai,Snacks,Sandwich,2,180,360,UPI
2025-02-14,Pune,Bakery,Croissant,3,150,450,UPI
2025-11-26,Hyderabad,Coffee,Cold Brew,1,220,220,UPI
2025-08-23,Delhi,Coffee,Espresso,3,120,360,UPI
2025-06-02,Bengaluru,Snacks,Samosa,1,40,40,UPI
2025-10-04,Mumbai,Coffee,Cold Brew,2,220,440,Card
2025-08-14,Bengaluru,Cold Drinks,Iced Tea,3,140,420,Card
2025-06-08,Mumbai,Coffee,Espresso,1,120,120,UPI
2025-03-19,Pune,Coffee,Cappuccino,3,180,540,Card
2025-07-31,Bengaluru,Coffee,Cold Brew,3,220,660,Card
2025-02-27,Mumbai,Cold Drinks,Iced Tea,1,140,140,UPI
2025-07-27,Bengaluru,Bakery,Croissant,1,150,150,UPI
2025-03-07,Hyderabad,Tea,Lemon Tea,2,90,180,Card
2025-01-08,Hyderabad,Coffee,Espresso,3,120,360,UPI
2025-04-21,Mumbai,Tea,Lemon Tea,1,90,90,UPI
2025-10-21,Hyderabad,Bakery,Cookie,2,60,120,UPI
2025-03-31,Mumbai,Tea,Masala Chai,2,80,160,Cash
2025-01-12,Bengaluru,Snacks,Sandwich,3,180,540,UPI
2025-02-08,Hyderabad,Cold Drinks,Iced Tea,2,140,280,UPI
2025-10-07,Hyderabad,Cold Drinks,Cola,1,90,90,UPI
2025-03-05,Bengaluru,Cold Drinks,Cola,3,90,270,UPI
2025-05-29,Hyderabad,Bakery,Croissant,1,150,150,UPI
2025-04-27,Hyderabad,Coffee,Espresso,2,120,240,Cash
2025-03-29,Hyderabad,Tea,Lemon Tea,1,90,90,UPI
2025-07-13,Pune,Bakery,Croissant,3,150,450,Card
2025-05-11,Delhi,Tea,Masala Chai,3,80,240,UPI
2025-01-06,Delhi,Tea,Lemon Tea,2,90,180,UPI
2025-11-14,Bengaluru,Coffee,Cappuccino,1,180,180,Cash
2025-07-18,Hyderabad,Bakery,Cookie,2,60,120,UPI
2025-12-10,Delhi,Cold Drinks,Cola,2,90,180,Card
2025-10-21,Mumbai,Coffee,Cold Brew,2,220,440,UPI
2025-03-03,Mumbai,Coffee,Cold Brew,3,220,660,UPI
2025-04-24,Delhi,Coffee,Espresso,3,120,360,UPI
2025-09-12,Delhi,Snacks,Sandwich,3,180,540,Card
2025-05-15,Mumbai,Cold Drinks,Smoothie,2,250,500,Cash
2025-10-31,Pune,Bakery,Muffin,3,120,360,UPI
2025-06-25,Hyderabad,Coffee,Espresso,3,120,360,Card
2025-02-11,Bengaluru,Coffee,Cold Brew,2,220,440,Card
2025-12-07,Bengaluru,Snacks,Sandwich,2,180,360,Cash
2025-12-05,Hyderabad,Tea,Masala Chai,2,80,160,UPI
2025-02-16,Bengaluru,Bakery,Muffin,3,120,360,Cash
2025-04-28,Mumbai,Snacks,Fries,1,120,120,Cash
2025-07-07,Pune,Coffee,Latte,3,200,600,Card
2025-01-13,Hyderabad,Cold Drinks,Smoothie,2,250,500,UPI
2025-12-05,Mumbai,Cold Drinks,Smoothie,3,250,750,UPI
2025-09-04,Hyderabad,Coffee,Cappuccino,1,180,180,UPI
2025-11-26,Delhi,Coffee,Latte,1,200,200,UPI
2025-02-25,Mumbai,Cold Drinks,Smoothie,1,250,250,UPI
2025-08-27,Hyderabad,Coffee,Cappuccino,1,180,180,Cash
2025-01-05,Pune,Cold Drinks,Cola,1,90,90,Card
2025-06-02,Delhi,Coffee,Cold Brew,2,220,440,Cash
2025-02-13,Pune,Coffee,Cappuccino,1,180,180,Cash
2025-11-18,Pune,Tea,Lemon Tea,1,90,90,UPI
2025-06-13,Hyderabad,Tea,Lemon Tea,2,90,180,UPI
2025-05-30,Mumbai,Coffee,Latte,1,200,200,Cash
2025-04-28,Bengaluru,Bakery,Muffin,3,120,360,UPI
2025-03-17,Delhi,Coffee,Espresso,3,120,360,Card
2025-02-16,Hyderabad,Tea,Green Tea,3,100,300,Cash
2025-04-03,Delhi,Bakery,Muffin,1,120,120,Cash
2025-04-02,Hyderabad,Snacks,Samosa,1,40,40,Cash
2025-06-09,Bengaluru,Tea,Green Tea,1,100,100,UPI
2025-05-18,Hyderabad,Coffee,Latte,2,200,400,UPI
2025-08-09,Pune,Coffee,Cappuccino,2,180,360,Cash
2025-12-04,Hyderabad,Bakery,Cookie,3,60,180,UPI
2025-01-02,Hyderabad,Bakery,Cookie,3,60,180,Card
2025-09-10,Bengaluru,Coffee,Latte,3,200,600,Card
2025-12-13,Mumbai,Coffee,Espresso,2,120,240,UPI
2025-10-31,Hyderabad,Coffee,Latte,3,200,600,UPI
2025-01-25,Delhi,Coffee,Cappuccino,3,180,540,Card
2025-08-12,Mumbai,Snacks,Sandwich,3,180,540,UPI
2025-02-24,Pune,Coffee,Cold Brew,3,220,660,UPI
2025-04-18,Pune,Coffee,Cold Brew,3,220,660,UPI
2025-01-01,Delhi,Bakery,Muffin,1,120,120,UPI
2025-12-19,Bengaluru,Bakery,Muffin,1,120,120,UPI
2025-10-13,Mumbai,Coffee,Cappuccino,3,180,540,UPI
2025-07-23,Hyderabad,Bakery,Croissant,3,150,450,UPI
2025-04-25,Bengaluru,Tea,Lemon Tea,1,90,90,UPI
2025-08-23,Pune,Bakery,Cookie,2,60,120,UPI
2025-09-11,Hyderabad,Tea,Green Tea,1,100,100,Cash
2025-10-18,Pune,Snacks,Fries,3,120,360,UPI
2025-06-18,Mumbai,Bakery,Cookie,1,60,60,Card
2025-08-12,Bengaluru,Coffee,Latte,3,200,600,UPI
2025-04-13,Hyderabad,Cold Drinks,Iced Tea,3,140,420,Card
2025-01-07,Pune,Bakery,Cookie,3,60,180,Cash
2025-07-09,Bengaluru,Coffee,Latte,2,200,400,UPI
2025-11-04,Bengaluru,Cold Drinks,Cola,1,90,90,UPI
2025-11-20,Hyderabad,Coffee,Latte,1,200,200,Cash
2025-10-18,Hyderabad,Tea,Green Tea,1,100,100,UPI
2025-12-29,Pune,Cold Drinks,Cola,1,90,90,Card
2025-03-11,Mumbai,Bakery,Muffin,1,120,120,UPI
2025-11-05,Bengaluru,Coffee,Cappuccino,3,180,540,Cash
2025-09-08,Hyderabad,Bakery,Muffin,1,120,120,UPI
2025-12-21,Pune,Snacks,Sandwich,2,180,360,Card
2025-05-25,Pune,Snacks,Sandwich,1,180,180,Card
2025-06-21,Mumbai,Tea,Masala Chai,2,80,160,UPI
2025-05-11,Bengaluru,Cold Drinks,Cola,3,90,270,Card
2025-03-09,Bengaluru,Coffee,Latte,2,200,400,Cash
2025-10-31,Delhi,Coffee,Cold Brew,2,220,440,Cash
2025-06-16,Pune,Snacks,Sandwich,2,180,360,UPI
2025-05-15,Pune,Cold Drinks,Iced Tea,3,140,420,UPI
2025-02-05,Mumbai,Coffee,Cappuccino,3,180,540,Cash
2025-07-30,Mumbai,Cold Drinks,Iced Tea,2,140,280,UPI
2025-05-01,Delhi,Coffee,Cappuccino,1,180,180,UPI
2025-09-06,Mumbai,Tea,Masala Chai,1,80,80,Card
2025-04-18,Bengaluru,Tea,Masala Chai,2,80,160,UPI
2025-12-26,Delhi,Tea,Lemon Tea,2,90,180,Cash
2025-11-24,Hyderabad,Coffee,Cold Brew,3,220,660,UPI
2025-08-29,Hyderabad,Coffee,Cappuccino,2,180,360,Card
2025-08-11,Hyderabad,Cold Drinks,Iced Tea,1,140,140,Card
2025-02-08,Delhi,Bakery,Muffin,3,120,360,UPI
2025-11-30,Pune,Snacks,Sandwich,3,180,540,UPI
2025-07-31,Delhi,Coffee,Latte,3,200,600,Cash
2025-10-02,Bengaluru,Bakery,Muffin,3,120,360,UPI
2025-09-15,Pune,Tea,Green Tea,1,100,100,UPI
2025-03-12,Hyderabad,Coffee,Latte,2,200,400,UPI
2025-05-05,Hyderabad,Coffee,Latte,3,200,600,Card
2025-09-19,Hyderabad,Coffee,Cappuccino,1,180,180,Cash
2025-11-01,Pune,Bakery,Croissant,3,150,450,Card
2025-03-27,Hyderabad,Tea,Lemon Tea,2,90,180,UPI
2025-09-07,Mumbai,Tea,Lemon Tea,2,90,180,UPI
2025-07-05,Mumbai,Coffee,Cappuccino,2,180,360,Card
2025-09-09,Hyderabad,Bakery,Croissant,2,150,300,UPI
2025-10-16,Mumbai,Cold Drinks,Iced Tea,3,140,420,UPI
2025-04-14,Bengaluru,Snacks,Sandwich,3,180,540,Card
2025-11-18,Pune,Bakery,Cookie,3,60,180,UPI
2025-01-14,Delhi,Bakery,Cookie,1,60,60,Card
2025-02-03,Mumbai,Bakery,Croissant,3,150,450,UPI
2025-05-01,Pune,Bakery,Muffin,3,120,360,UPI
2025-01-20,Bengaluru,Bakery,Croissant,3,150,450,Card
2025-06-26,Pune,Coffee,Cappuccino,3,180,540,Cash
2025-01-11,Hyderabad,Tea,Green Tea,3,100,300,UPI
2025-09-12,Hyderabad,Bakery,Cookie,2,60,120,UPI
2025-10-09,Bengaluru,Coffee,Espresso,3,120,360,UPI
2025-11-20,Bengaluru,Coffee,Cold Brew,2,220,440,Card
2025-11-27,Pune,Cold Drinks,Cola,3,90,270,Cash
2025-04-28,Delhi,Coffee,Espresso,3,120,360,UPI
2025-05-03,Hyderabad,Coffee,Espresso,3,120,360,UPI
2025-03-12,Delhi,Coffee,Espresso,3,120,360,Card
2025-01-06,Hyderabad,Coffee,Latte,1,200,200,Cash
2025-06-05,Hyderabad,Bakery,Cookie,3,60,180,Card
2025-12-14,Bengaluru,Bakery,Croissant,1,150,150,UPI
2025-07-21,Delhi,Tea,Lemon Tea,3,90,270,Card
2025-06-19,Delhi,Cold Drinks,Iced Tea,3,140,420,Card
2025-12-24,Delhi,Snacks,Fries,2,120,240,UPI
2025-02-06,Mumbai,Bakery,Croissant,2,150,300,UPI
2025-08-08,Delhi,Coffee,Espresso,1,120,120,UPI
2025-03-10,Hyderabad,Coffee,Cappuccino,2,180,360,Cash
2025-11-01,Hyderabad,Cold Drinks,Cola,3,90,270,Cash
2025-05-14,Bengaluru,Coffee,Espresso,3,120,360,UPI
2025-09-24,Pune,Coffee,Espresso,1,120,120,Cash
2025-09-14,Delhi,Tea,Green Tea,3,100,300,UPI
2025-09-12,Pune,Coffee,Latte,1,200,200,UPI
2025-10-22,Delhi,Tea,Lemon Tea,3,90,270,UPI
2025-09-25,Bengaluru,Coffee,Cold Brew,2,220,440,Card
2025-03-31,Delhi,Bakery,Muffin,2,120,240,UPI
2025-03-16,Mumbai,Snacks,Samosa,1,40,40,Cash
2025-04-18,Delhi,Coffee,Latte,1,200,200,UPI
2025-07-06,Mumbai,Tea,Lemon Tea,2,90,180,UPI
2025-10-02,Delhi,Coffee,Espresso,1,120,120,Cash
2025-02-16,Bengaluru,Bakery,Cookie,2,60,120,Card
2025-01-11,Mumbai,Coffee,Latte,2,200,400,Cash
2025-11-12,Mumbai,Coffee,Cold Brew,1,220,220,Cash
2025-12-05,Mumbai,Coffee,Latte,2,200,400,Card
2025-06-09,Delhi,Coffee,Latte,2,200,400,UPI
2025-06-20,Bengaluru,Snacks,Samosa,2,40,80,UPI
2025-07-17,Pune,Snacks,Sandwich,3,180,540,UPI
2025-10-05,Bengaluru,Tea,Green Tea,2,100,200,Cash
2025-03-11,Pune,Snacks,Sandwich,2,180,360,Card
2025-12-25,Bengaluru,Tea,Lemon Tea,1,90,90,UPI
2025-10-04,Bengaluru,Coffee,Cappuccino,1,180,180,Card
2025-05-14,Bengaluru,Coffee,Cold Brew,2,220,440,Card
2025-09-10,Hyderabad,Bakery,Muffin,2,120,240,Card
2025-02-20,Hyderabad,Coffee,Espresso,1,120,120,Card
2025-03-26,Bengaluru,Tea,Lemon Tea,1,90,90,UPI
2025-01-29,Pune,Bakery,Croissant,2,150,300,UPI
2025-01-29,Pune,Bakery,Muffin,2,120,240,Cash
2025-05-22,Hyderabad,Snacks,Fries,2,120,240,Cash
2025-01-12,Delhi,Bakery,Croissant,3,150,450,UPI
2025-10-02,Delhi,Bakery,Cookie,1,60,60,Card
2025-01-21,Hyderabad,Snacks,Samosa,2,40,80,UPI
2025-04-28,Pune,Tea,Masala Chai,3,80,240,UPI
2025-01-17,Mumbai,Coffee,Espresso,1,120,120,UPI
2025-02-26,Bengaluru,Cold Drinks,Iced Tea,3,140,420,UPI
2025-05-18,Bengaluru,Coffee,Cappuccino,3,180,540,UPI
2025-04-27,Hyderabad,Coffee,Cappuccino,1,180,180,UPI
2025-03-05,Hyderabad,Coffee,Cappuccino,3,180,540,Card
2025-03-10,Mumbai,Coffee,Latte,2,200,400,Card
2025-05-22,Mumbai,Coffee,Cappuccino,2,180,360,Cash
2025-03-28,Delhi,Cold Drinks,Smoothie,2,250,500,Card
2025-11-28,Delhi,Bakery,Muffin,2,120,240,Card
2025-07-31,Bengaluru,Coffee,Espresso,3,120,360,UPI
2025-07-16,Pune,Snacks,Sandwich,2,180,360,UPI
2025-04-14,Hyderabad,Bakery,Cookie,1,60,60,Cash
2025-02-14,Delhi,Coffee,Latte,1,200,200,UPI
2025-05-12,Hyderabad,Cold Drinks,Iced Tea,1,140,140,UPI
2025-04-05,Hyderabad,Tea,Masala Chai,2,80,160,Card
2025-02-25,Pune,Snacks,Sandwich,3,180,540,UPI
2025-01-13,Bengaluru,Bakery,Croissant,3,150,450,UPI
2025-07-24,Delhi,Coffee,Latte,2,200,400,UPI
2025-05-25,Mumbai,Coffee,Espresso,1,120,120,Card
2025-01-29,Delhi,Bakery,Muffin,2,120,240,Cash
2025-11-06,Mumbai,Snacks,Sandwich,2,180,360,Card
2025-01-08,Pune,Coffee,Espresso,2,120,240,Card
2025-05-21,Bengaluru,Tea,Masala Chai,1,80,80,UPI
2025-05-25,Hyderabad,Snacks,Sandwich,3,180,540,UPI
2025-09-16,Bengaluru,Tea,Lemon Tea,2,90,180,UPI
2025-02-12,Hyderabad,Bakery,Muffin,2,120,240,Card
2025-10-05,Delhi,Bakery,Muffin,3,120,360,Cash
2025-03-30,Pune,Cold Drinks,Iced Tea,1,140,140,UPI
2025-01-09,Hyderabad,Coffee,Cappuccino,2,180,360,UPI
2025-07-07,Mumbai,Tea,Green Tea,1,100,100,UPI
2025-11-26,Mumbai,Cold Drinks,Cola,1,90,90,UPI
2025-12-20,Pune,Tea,Lemon Tea,1,90,90,UPI
2025-01-09,Hyderabad,Coffee,Latte,1,200,200,Card
2025-06-22,Delhi,Coffee,Cappuccino,2,180,360,Card
2025-10-16,Bengaluru,Coffee,Espresso,1,120,120,Cash
2025-10-04,Bengaluru,Coffee,Espresso,1,120,120,Card
2025-08-10,Pune,Coffee,Latte,3,200,600,Card
2025-12-21,Mumbai,Snacks,Fries,1,120,120,Card
2025-02-18,Bengaluru,Tea,Lemon Tea,2,90,180,Cash
2025-06-10,Pune,Tea,Masala Chai,1,80,80,UPI
2025-06-22,Mumbai,Snacks,Sandwich,3,180,540,UPI
2025-05-23,Mumbai,Cold Drinks,Cola,1,90,90,Card
2025-02-17,Hyderabad,Tea,Masala Chai,3,80,240,UPI
2025-09-11,Bengaluru,Tea,Green Tea,1,100,100,UPI
2025-04-23,Delhi,Cold Drinks,Iced Tea,1,140,140,UPI
2025-02-18,Pune,Cold Drinks,Cola,3,90,270,Card
2025-04-24,Delhi,Bakery,Croissant,2,150,300,UPI
2025-10-11,Mumbai,Coffee,Cappuccino,1,180,180,UPI
2025-09-05,Hyderabad,Tea,Lemon Tea,1,90,90,Card
2025-11-17,Bengaluru,Snacks,Samosa,2,40,80,Card
2025-05-03,Delhi,Cold Drinks,Iced Tea,1,140,140,UPI
2025-07-11,Delhi,Coffee,Espresso,2,120,240,UPI
2025-06-14,Bengaluru,Snacks,Sandwich,3,180,540,UPI
2025-05-13,Hyderabad,Tea,Masala Chai,3,80,240,Card
2025-01-06,Pune,Coffee,Espresso,3,120,360,UPI
2025-10-07,Mumbai,Coffee,Latte,2,200,400,Cash
2025-10-08,Delhi,Coffee,Cappuccino,3,180,540,UPI
2025-03-06,Pune,Coffee,Espresso,3,120,360,Cash
2025-07-09,Bengaluru,Tea,Masala Chai,1,80,80,UPI
2025-09-05,Bengaluru,Snacks,Fries,1,120,120,Card
2025-10-05,Hyderabad,Coffee,Cold Brew,1,220,220,Cash
2025-08-22,Bengaluru,Coffee,Cold Brew,1,220,220,Card
2025-06-12,Mumbai,Coffee,Cappuccino,2,180,360,Card
2025-04-04,Hyderabad,Tea,Green Tea,1,100,100,UPI
2025-07-21,Delhi,Bakery,Croissant,2,150,300,Cash
2025-08-15,Mumbai,Cold Drinks,Iced Tea,3,140,420,Cash
2025-05-30,Pune,Coffee,Cappuccino,3,180,540,UPI
2025-11-09,Hyderabad,Snacks,Fries,2,120,240,Card
2025-10-28,Bengaluru,Bakery,Cookie,1,60,60,UPI
2025-10-04,Mumbai,Snacks,Samosa,2,40,80,Card
2025-10-04,Bengaluru,Coffee,Espresso,3,120,360,UPI
2025-04-17,Pune,Tea,Masala Chai,2,80,160,UPI
2025-08-26,Delhi,Tea,Green Tea,2,100,200,Card
2025-11-23,Mumbai,Coffee,Cold Brew,2,220,440,UPI
2025-09-18,Delhi,Tea,Masala Chai,3,80,240,UPI
2025-02-21,Mumbai,Cold Drinks,Iced Tea,2,140,280,Card
2025-01-20,Hyderabad,Coffee,Cappuccino,2,180,360,Card
2025-07-26,Delhi,Bakery,Muffin,3,120,360,Card
2025-07-08,Delhi,Cold Drinks,Smoothie,2,250,500,UPI
2025-04-19,Mumbai,Bakery,Cookie,3,60,180,Card
2025-04-18,Mumbai,Snacks,Fries,2,120,240,UPI
2025-02-04,Delhi,Coffee,Cold Brew,1,220,220,Card
2025-06-12,Hyderabad,Snacks,Fries,1,120,120,Cash
2025-02-12,Hyderabad,Coffee,Cold Brew,2,220,440,Card
2025-08-03,Mumbai,Coffee,Latte,3,200,600,UPI
2025-10-18,Delhi,Tea,Masala Chai,3,80,240,Card
2025-08-21,Delhi,Snacks,Sandwich,2,180,360,Card
2025-01-28,Mumbai,Cold Drinks,Smoothie,3,250,750,Card
2025-10-21,Delhi,Coffee,Cappuccino,2,180,360,Cash
2025-10-06,Mumbai,Coffee,Cappuccino,1,180,180,Cash
2025-03-18,Bengaluru,Coffee,Latte,1,200,200,Cash
2025-09-28,Mumbai,Bakery,Croissant,3,150,450,UPI
2025-02-20,Hyderabad,Tea,Green Tea,2,100,200,UPI
2025-04-27,Bengaluru,Bakery,Cookie,1,60,60,UPI
2025-04-23,Pune,Coffee,Cappuccino,1,180,180,Card
2025-01-14,Delhi,Coffee,Cappuccino,2,180,360,Card
2025-11-11,Mumbai,Snacks,Fries,3,120,360,UPI
2025-01-20,Pune,Coffee,Espresso,1,120,120,Cash
2025-07-18,Delhi,Coffee,Latte,2,200,400,Card
2025-04-08,Hyderabad,Coffee,Cappuccino,1,180,180,UPI
2025-06-12,Bengaluru,Coffee,Cold Brew,2,220,440,UPI
2025-06-19,Bengaluru,Cold Drinks,Iced Tea,2,140,280,Cash
2025-12-12,Hyderabad,Bakery,Muffin,2,120,240,Card
2025-03-27,Mumbai,Coffee,Cappuccino,3,180,540,UPI
2025-12-21,Mumbai,Bakery,Cookie,1,60,60,UPI
2025-11-15,Pune,Coffee,Latte,1,200,200,Cash
2025-12-03,Mumbai,Coffee,Espresso,3,120,360,UPI
2025-01-19,Pune,Cold Drinks,Smoothie,3,250,750,UPI
2025-01-05,Mumbai,Cold Drinks,Cola,3,90,270,UPI
2025-05-27,Mumbai,Coffee,Cold Brew,1,220,220,UPI
2025-09-24,Delhi,Bakery,Croissant,1,150,150,UPI
2025-03-25,Bengaluru,Coffee,Latte,1,200,200,Cash
2025-06-26,Mumbai,Coffee,Espresso,2,120,240,Cash
2025-04-16,Hyderabad,Bakery,Muffin,2,120,240,UPI
2025-05-01,Mumbai,Cold Drinks,Smoothie,3,250,750,UPI
2025-09-21,Pune,Bakery,Croissant,3,150,450,UPI
2025-05-14,Mumbai,Coffee,Cold Brew,3,220,660,Card
2025-06-27,Pune,Cold Drinks,Cola,3,90,270,UPI
2025-04-22,Hyderabad,Coffee,Espresso,2,120,240,UPI
2025-05-28,Pune,Cold Drinks,Smoothie,1,250,250,Card
2025-06-25,Pune,Coffee,Latte,2,200,400,UPI
2025-05-20,Hyderabad,Snacks,Sandwich,3,180,540,UPI
2025-05-08,Delhi,Tea,Lemon Tea,1,90,90,UPI
2025-10-31,Mumbai,Coffee,Latte,1,200,200,Card
2025-09-23,Pune,Tea,Lemon Tea,2,90,180,Card
2025-11-22,Hyderabad,Bakery,Muffin,1,120,120,Cash
2025-08-31,Bengaluru,Coffee,Espresso,2,120,240,Card
2025-09-25,Hyderabad,Coffee,Cold Brew,3,220,660,Card
2025-06-02,Pune,Tea,Green Tea,1,100,100,UPI
2025-12-17,Hyderabad,Tea,Green Tea,2,100,200,UPI
2025-06-11,Bengaluru,Tea,Masala Chai,1,80,80,Cash
2025-03-17,Bengaluru,Snacks,Samosa,3,40,120,UPI
2025-04-14,Hyderabad,Bakery,Croissant,2,150,300,Card
2025-07-17,Pune,Coffee,Latte,3,200,600,UPI
2025-12-24,Bengaluru,Tea,Masala Chai,1,80,80,UPI
2025-01-29,Delhi,Tea,Lemon Tea,3,90,270,Cash
2025-03-23,Mumbai,Coffee,Latte,2,200,400,UPI
2025-01-01,Delhi,Bakery,Cookie,1,60,60,Card
2025-12-20,Hyderabad,Coffee,Cappuccino,1,180,180,UPI
2025-04-09,Mumbai,Cold Drinks,Cola,2,90,180,UPI
2025-05-20,Pune,Bakery,Croissant,1,150,150,UPI
2025-04-08,Delhi,Snacks,Fries,1,120,120,UPI
2025-10-19,Pune,Tea,Green Tea,3,100,300,UPI
2025-05-19,Mumbai,Coffee,Cappuccino,3,180,540,Card
2025-04-20,Mumbai,Coffee,Espresso,2,120,240,UPI
2025-11-25,Delhi,Bakery,Muffin,1,120,120,UPI
2025-07-03,Mumbai,Coffee,Latte,3,200,600,UPI
2025-02-27,Hyderabad,Coffee,Cold Brew,3,220,660,Card
