order_id,order_date,customer_name,city,segment,product_name,category,unit_price,quantity,revenue
367,2024-05-25,Customer 029,Pune,Consumer,Headphones,Technology,2500,5,12500
586,2024-05-25,Customer 032,Bengaluru,Consumer,Pen Set,Office Supplies,150,4,600
182,2024-05-26,Customer 038,Delhi,Small Business,Printer Paper,Office Supplies,300,2,600
130,2024-05-27,Customer 006,Pune,Corporate,Filing Cabinet,Furniture,9000,1,9000
184,2024-05-27,Customer 010,Pune,Consumer,Smartphone,Technology,30000,1,30000
212,2024-05-27,Customer 001,Bengaluru,Consumer,Office Chair,Furniture,8000,3,24000
251,2024-05-27,Customer 031,Mumbai,Corporate,Notebook,Office Supplies,80,3,240
469,2024-05-27,Customer 040,Mumbai,Small Business,Printer Paper,Office Supplies,300,5,1500
428,2024-05-28,Customer 011,Pune,Consumer,Pen Set,Office Supplies,150,2,300
694,2024-05-28,Customer 003,Mumbai,Consumer,Filing Cabinet,Furniture,9000,3,27000
28,2024-06-01,Customer 038,Delhi,Small Business,Whiteboard,Office Supplies,2000,2,4000
82,2024-06-01,Customer 008,Bengaluru,Consumer,Office Chair,Furniture,8000,2,16000
684,2024-06-01,Customer 032,Bengaluru,Consumer,Monitor,Technology,12000,2,24000
776,2024-06-01,Customer 025,Bengaluru,Corporate,Pen Set,Office Supplies,150,3,450
466,2024-06-02,Customer 026,Bengaluru,Small Business,Laptop,Technology,55000,5,275000
760,2024-06-02,Customer 032,Bengaluru,Consumer,Stapler,Office Supplies,250,2,500
255,2024-06-03,Customer 026,Bengaluru,Small Business,Laptop,Technology,55000,3,165000
770,2024-06-03,Customer 036,Delhi,Corporate,Filing Cabinet,Furniture,9000,1,9000
301,2024-06-04,Customer 018,Mumbai,Corporate,Stapler,Office Supplies,250,2,500
642,2024-06-04,Customer 037,Mumbai,Small Business,Headphones,Technology,2500,5,12500
551,2024-06-05,Customer 018,Mumbai,Corporate,Headphones,Technology,2500,1,2500
136,2024-06-06,Customer 039,Bengaluru,Small Business,Stapler,Office Supplies,250,1,250
150,2024-06-06,Customer 032,Bengaluru,Consumer,Headphones,Technology,2500,3,7500
169,2024-06-06,Customer 004,Bengaluru,Small Business,Office Chair,Furniture,8000,4,32000
490,2024-06-06,Customer 030,Bengaluru,Consumer,Whiteboard,Office Supplies,2000,3,6000
761,2024-06-06,Customer 017,Delhi,Consumer,Notebook,Office Supplies,80,1,80
771,2024-06-07,Customer 019,Bengaluru,Consumer,Stapler,Office Supplies,250,3,750
9,2024-06-08,Customer 009,Mumbai,Small Business,Whiteboard,Office Supplies,2000,4,8000
271,2024-06-08,Customer 009,Mumbai,Small Business,Notebook,Office Supplies,80,5,400
599,2024-06-09,Customer 026,Bengaluru,Small Business,Smartphone,Technology,30000,3,90000
59,2024-06-10,Customer 011,Pune,Consumer,Filing Cabinet,Furniture,9000,5,45000
507,2024-06-10,Customer 004,Bengaluru,Small Business,Notebook,Office Supplies,80,1,80
522,2024-06-10,Customer 038,Delhi,Small Business,Pen Set,Office Supplies,150,5,750
660,2024-06-10,Customer 022,Pune,Corporate,Filing Cabinet,Furniture,9000,2,18000
727,2024-06-10,Customer 009,Mumbai,Small Business,Bookshelf,Furniture,6000,2,12000
114,2024-06-11,Customer 035,Delhi,Consumer,Smartphone,Technology,30000,2,60000
129,2024-06-11,Customer 025,Bengaluru,Corporate,Office Chair,Furniture,8000,4,32000
332,2024-06-12,Customer 010,Pune,Consumer,Headphones,Technology,2500,1,2500
418,2024-06-12,Customer 029,Pune,Consumer,Notebook,Office Supplies,80,1,80
622,2024-06-12,Customer 007,Bengaluru,Consumer,Smartphone,Technology,30000,1,30000
612,2024-06-13,Customer 009,Mumbai,Small Business,Notebook,Office Supplies,80,1,80
641,2024-06-13,Customer 018,Mumbai,Corporate,Notebook,Office Supplies,80,4,320
35,2024-06-14,Customer 027,Delhi,Small Business,Filing Cabinet,Furniture,9000,1,9000
404,2024-06-14,Customer 026,Bengaluru,Small Business,Pen Set,Office Supplies,150,4,600
486,2024-06-14,Customer 010,Pune,Consumer,Bookshelf,Furniture,6000,2,12000
581,2024-06-14,Customer 003,Mumbai,Consumer,Stapler,Office Supplies,250,2,500
733,2024-06-14,Customer 021,Delhi,Corporate,Notebook,Office Supplies,80,2,160
411,2024-06-15,Customer 003,Mumbai,Consumer,Pen Set,Office Supplies,150,3,450
637,2024-06-15,Customer 022,Pune,Corporate,Bookshelf,Furniture,6000,5,30000
785,2024-06-15,Customer 018,Mumbai,Corporate,Headphones,Technology,2500,1,2500
20,2024-06-16,Customer 002,Delhi,Consumer,Smartphone,Technology,30000,3,90000
157,2024-06-16,Customer 036,Delhi,Corporate,Whiteboard,Office Supplies,2000,3,6000
250,2024-06-17,Customer 033,Bengaluru,Corporate,Office Chair,Furniture,8000,2,16000
429,2024-06-17,Customer 015,Bengaluru,Consumer,Smartphone,Technology,30000,2,60000
454,2024-06-17,Customer 036,Delhi,Corporate,Smartphone,Technology,30000,3,90000
579,2024-06-17,Customer 032,Bengaluru,Consumer,Filing Cabinet,Furniture,9000,1,9000
755,2024-06-17,Customer 034,Delhi,Corporate,Notebook,Office Supplies,80,3,240
117,2024-06-18,Customer 030,Bengaluru,Consumer,Bookshelf,Furniture,6000,1,6000
397,2024-06-18,Customer 022,Pune,Corporate,Printer Paper,Office Supplies,300,2,600
471,2024-06-18,Customer 024,Hyderabad,Small Business,Notebook,Office Supplies,80,2,160
495,2024-06-18,Customer 018,Mumbai,Corporate,Office Chair,Furniture,8000,1,8000
692,2024-06-18,Customer 003,Mumbai,Consumer,Notebook,Office Supplies,80,4,320
558,2024-06-19,Customer 039,Bengaluru,Small Business,Notebook,Office Supplies,80,3,240
709,2024-06-19,Customer 001,Bengaluru,Consumer,Notebook,Office Supplies,80,1,80
201,2024-06-20,Customer 032,Bengaluru,Consumer,Printer Paper,Office Supplies,300,4,1200
81,2024-06-21,Customer 033,Bengaluru,Corporate,Bookshelf,Furniture,6000,5,30000
420,2024-06-21,Customer 018,Mumbai,Corporate,Headphones,Technology,2500,1,2500
435,2024-06-21,Customer 005,Pune,Consumer,Filing Cabinet,Furniture,9000,4,36000
195,2024-06-22,Customer 007,Bengaluru,Consumer,Monitor,Technology,12000,3,36000
292,2024-06-22,Customer 017,Delhi,Consumer,Desk,Furniture,15000,2,30000
489,2024-06-22,Customer 031,Mumbai,Corporate,Whiteboard,Office Supplies,2000,4,8000
346,2024-06-23,Customer 006,Pune,Corporate,Whiteboard,Office Supplies,2000,2,4000
67,2024-06-25,Customer 009,Mumbai,Small Business,Printer Paper,Office Supplies,300,3,900
108,2024-06-25,Customer 029,Pune,Consumer,Stapler,Office Supplies,250,5,1250
359,2024-06-25,Customer 032,Bengaluru,Consumer,Headphones,Technology,2500,2,5000
497,2024-06-25,Customer 010,Pune,Consumer,Office Chair,Furniture,8000,1,8000
577,2024-06-25,Customer 019,Bengaluru,Consumer,Bookshelf,Furniture,6000,4,24000
72,2024-06-26,Customer 003,Mumbai,Consumer,Desk,Furniture,15000,2,30000
394,2024-06-26,Customer 005,Pune,Consumer,Desk,Furniture,15000,2,30000
406,2024-06-26,Customer 034,Delhi,Corporate,Office Chair,Furniture,8000,1,8000
784,2024-06-26,Customer 026,Bengaluru,Small Business,Pen Set,Office Supplies,150,3,450
445,2024-06-27,Customer 037,Mumbai,Small Business,Laptop,Technology,55000,1,55000
220,2024-06-28,Customer 007,Bengaluru,Consumer,Filing Cabinet,Furniture,9000,1,9000
337,2024-06-28,Customer 021,Delhi,Corporate,Monitor,Technology,12000,4,48000
675,2024-06-28,Customer 030,Bengaluru,Consumer,Stapler,Office Supplies,250,2,500
695,2024-06-28,Customer 006,Pune,Corporate,Filing Cabinet,Furniture,9000,1,9000
326,2024-07-01,Customer 021,Delhi,Corporate,Monitor,Technology,12000,5,60000
628,2024-07-01,Customer 019,Bengaluru,Consumer,Bookshelf,Furniture,6000,4,24000
668,2024-07-01,Customer 040,Mumbai,Small Business,Headphones,Technology,2500,4,10000
43,2024-07-02,Customer 011,Pune,Consumer,Bookshelf,Furniture,6000,1,6000
217,2024-07-02,Customer 021,Delhi,Corporate,Pen Set,Office Supplies,150,4,600
726,2024-07-03,Customer 007,Bengaluru,Consumer,Smartphone,Technology,30000,3,90000
51,2024-07-04,Customer 037,Mumbai,Small Business,Headphones,Technology,2500,5,12500
183,2024-07-04,Customer 035,Delhi,Consumer,Headphones,Technology,2500,2,5000
288,2024-07-04,Customer 008,Bengaluru,Consumer,Printer Paper,Office Supplies,300,5,1500
654,2024-07-04,Customer 001,Bengaluru,Consumer,Smartphone,Technology,30000,3,90000
788,2024-07-04,Customer 035,Delhi,Consumer,Desk,Furniture,15000,2,30000
55,2024-07-05,Customer 020,Hyderabad,Consumer,Filing Cabinet,Furniture,9000,3,27000
618,2024-07-06,Customer 038,Delhi,Small Business,Printer Paper,Office Supplies,300,4,1200
34,2024-07-07,Customer 007,Bengaluru,Consumer,Smartphone,Technology,30000,4,120000
210,2024-07-07,Customer 039,Bengaluru,Small Business,Whiteboard,Office Supplies,2000,2,4000
711,2024-07-07,Customer 028,Pune,Corporate,Headphones,Technology,2500,4,10000
521,2024-07-08,Customer 029,Pune,Consumer,Notebook,Office Supplies,80,3,240
614,2024-07-08,Customer 005,Pune,Consumer,Desk,Furniture,15000,5,75000
4,2024-07-09,Customer 005,Pune,Consumer,Headphones,Technology,2500,5,12500
44,2024-07-09,Customer 030,Bengaluru,Consumer,Office Chair,Furniture,8000,4,32000
540,2024-07-09,Customer 001,Bengaluru,Consumer,Pen Set,Office Supplies,150,2,300
80,2024-07-11,Customer 018,Mumbai,Corporate,Smartphone,Technology,30000,3,90000
225,2024-07-11,Customer 032,Bengaluru,Consumer,Whiteboard,Office Supplies,2000,1,2000
405,2024-07-11,Customer 012,Pune,Corporate,Filing Cabinet,Furniture,9000,4,36000
504,2024-07-11,Customer 031,Mumbai,Corporate,Smartphone,Technology,30000,2,60000
84,2024-07-12,Customer 021,Delhi,Corporate,Bookshelf,Furniture,6000,5,30000
12,2024-07-13,Customer 039,Bengaluru,Small Business,Filing Cabinet,Furniture,9000,5,45000
283,2024-07-14,Customer 007,Bengaluru,Consumer,Filing Cabinet,Furniture,9000,4,36000
600,2024-07-15,Customer 037,Mumbai,Small Business,Headphones,Technology,2500,2,5000
657,2024-07-15,Customer 038,Delhi,Small Business,Pen Set,Office Supplies,150,5,750
451,2024-07-16,Customer 030,Bengaluru,Consumer,Headphones,Technology,2500,3,7500
370,2024-07-17,Customer 034,Delhi,Corporate,Bookshelf,Furniture,6000,2,12000
377,2024-07-17,Customer 024,Hyderabad,Small Business,Headphones,Technology,2500,4,10000
438,2024-07-17,Customer 004,Bengaluru,Small Business,Smartphone,Technology,30000,5,150000
487,2024-07-17,Customer 040,Mumbai,Small Business,Filing Cabinet,Furniture,9000,1,9000
121,2024-07-18,Customer 035,Delhi,Consumer,Notebook,Office Supplies,80,5,400
422,2024-07-18,Customer 008,Bengaluru,Consumer,Office Chair,Furniture,8000,3,24000
649,2024-07-18,Customer 033,Bengaluru,Corporate,Pen Set,Office Supplies,150,4,600
685,2024-07-18,Customer 033,Bengaluru,Corporate,Printer Paper,Office Supplies,300,4,1200
240,2024-07-19,Customer 023,Bengaluru,Small Business,Stapler,Office Supplies,250,3,750
480,2024-07-19,Customer 020,Hyderabad,Consumer,Notebook,Office Supplies,80,1,80
74,2024-07-20,Customer 010,Pune,Consumer,Headphones,Technology,2500,2,5000
731,2024-07-20,Customer 029,Pune,Consumer,Headphones,Technology,2500,1,2500
6,2024-07-21,Customer 030,Bengaluru,Consumer,Monitor,Technology,12000,3,36000
721,2024-07-21,Customer 006,Pune,Corporate,Pen Set,Office Supplies,150,1,150
26,2024-07-22,Customer 024,Hyderabad,Small Business,Filing Cabinet,Furniture,9000,5,45000
92,2024-07-22,Customer 025,Bengaluru,Corporate,Printer Paper,Office Supplies,300,2,600
571,2024-07-22,Customer 039,Bengaluru,Small Business,Stapler,Office Supplies,250,1,250
686,2024-07-22,Customer 032,Bengaluru,Consumer,Bookshelf,Furniture,6000,4,24000
196,2024-07-23,Customer 032,Bengaluru,Consumer,Office Chair,Furniture,8000,4,32000
433,2024-07-23,Customer 031,Mumbai,Corporate,Whiteboard,Office Supplies,2000,4,8000
621,2024-07-23,Customer 010,Pune,Consumer,Pen Set,Office Supplies,150,4,600
746,2024-07-23,Customer 026,Bengaluru,Small Business,Smartphone,Technology,30000,5,150000
158,2024-07-24,Customer 036,Delhi,Corporate,Desk,Furniture,15000,3,45000
189,2024-07-24,Customer 021,Delhi,Corporate,Stapler,Office Supplies,250,3,750
291,2024-07-24,Customer 007,Bengaluru,Consumer,Desk,Furniture,15000,4,60000
76,2024-07-26,Customer 016,Hyderabad,Corporate,Office Chair,Furniture,8000,2,16000
109,2024-07-27,Customer 036,Delhi,Corporate,Filing Cabinet,Furniture,9000,2,18000
434,2024-07-27,Customer 037,Mumbai,Small Business,Smartphone,Technology,30000,2,60000
550,2024-07-27,Customer 015,Bengaluru,Consumer,Headphones,Technology,2500,4,10000
222,2024-07-28,Customer 010,Pune,Consumer,Smartphone,Technology,30000,4,120000
239,2024-07-28,Customer 031,Mumbai,Corporate,Smartphone,Technology,30000,2,60000
302,2024-07-28,Customer 036,Delhi,Corporate,Notebook,Office Supplies,80,5,400
457,2024-07-28,Customer 040,Mumbai,Small Business,Bookshelf,Furniture,6000,2,12000
123,2024-08-01,Customer 025,Bengaluru,Corporate,Desk,Furniture,15000,4,60000
258,2024-08-01,Customer 040,Mumbai,Small Business,Whiteboard,Office Supplies,2000,3,6000
219,2024-08-02,Customer 009,Mumbai,Small Business,Whiteboard,Office Supplies,2000,5,10000
543,2024-08-02,Customer 019,Bengaluru,Consumer,Bookshelf,Furniture,6000,2,12000
566,2024-08-02,Customer 036,Delhi,Corporate,Bookshelf,Furniture,6000,4,24000
603,2024-08-02,Customer 001,Bengaluru,Consumer,Pen Set,Office Supplies,150,2,300
778,2024-08-02,Customer 010,Pune,Consumer,Pen Set,Office Supplies,150,3,450
253,2024-08-03,Customer 010,Pune,Consumer,Notebook,Office Supplies,80,2,160
386,2024-08-03,Customer 008,Bengaluru,Consumer,Filing Cabinet,Furniture,9000,5,45000
27,2024-08-04,Customer 016,Hyderabad,Corporate,Headphones,Technology,2500,1,2500
143,2024-08-04,Customer 028,Pune,Corporate,Desk,Furniture,15000,4,60000
672,2024-08-04,Customer 017,Delhi,Consumer,Printer Paper,Office Supplies,300,4,1200
705,2024-08-05,Customer 037,Mumbai,Small Business,Printer Paper,Office Supplies,300,3,900
510,2024-08-06,Customer 019,Bengaluru,Consumer,Laptop,Technology,55000,1,55000
587,2024-08-06,Customer 023,Bengaluru,Small Business,Monitor,Technology,12000,2,24000
687,2024-08-06,Customer 006,Pune,Corporate,Stapler,Office Supplies,250,1,250
148,2024-08-08,Customer 030,Bengaluru,Consumer,Stapler,Office Supplies,250,5,1250
209,2024-08-08,Customer 030,Bengaluru,Consumer,Whiteboard,Office Supplies,2000,2,4000
449,2024-08-08,Customer 026,Bengaluru,Small Business,Office Chair,Furniture,8000,4,32000
565,2024-08-08,Customer 015,Bengaluru,Consumer,Office Chair,Furniture,8000,2,16000
617,2024-08-08,Customer 023,Bengaluru,Small Business,Whiteboard,Office Supplies,2000,4,8000
175,2024-08-10,Customer 038,Delhi,Small Business,Bookshelf,Furniture,6000,3,18000
180,2024-08-10,Customer 003,Mumbai,Consumer,Headphones,Technology,2500,3,7500
236,2024-08-10,Customer 035,Delhi,Consumer,Monitor,Technology,12000,1,12000
789,2024-08-10,Customer 030,Bengaluru,Consumer,Office Chair,Furniture,8000,1,8000
520,2024-08-11,Customer 016,Hyderabad,Corporate,Laptop,Technology,55000,3,165000
639,2024-08-11,Customer 012,Pune,Corporate,Bookshelf,Furniture,6000,3,18000
237,2024-08-12,Customer 038,Delhi,Small Business,Office Chair,Furniture,8000,4,32000
263,2024-08-12,Customer 035,Delhi,Consumer,Bookshelf,Furniture,6000,5,30000
376,2024-08-12,Customer 002,Delhi,Consumer,Bookshelf,Furniture,6000,1,6000
730,2024-08-12,Customer 014,Pune,Corporate,Printer Paper,Office Supplies,300,2,600
764,2024-08-12,Customer 025,Bengaluru,Corporate,Monitor,Technology,12000,2,24000
103,2024-08-13,Customer 016,Hyderabad,Corporate,Monitor,Technology,12000,1,12000
200,2024-08-14,Customer 004,Bengaluru,Small Business,Headphones,Technology,2500,5,12500
313,2024-08-14,Customer 018,Mumbai,Corporate,Headphones,Technology,2500,5,12500
146,2024-08-15,Customer 028,Pune,Corporate,Pen Set,Office Supplies,150,5,750
188,2024-08-15,Customer 006,Pune,Corporate,Stapler,Office Supplies,250,1,250
460,2024-08-16,Customer 020,Hyderabad,Consumer,Filing Cabinet,Furniture,9000,1,9000
474,2024-08-17,Customer 030,Bengaluru,Consumer,Monitor,Technology,12000,5,60000
625,2024-08-18,Customer 036,Delhi,Corporate,Whiteboard,Office Supplies,2000,4,8000
234,2024-08-19,Customer 010,Pune,Consumer,Headphones,Technology,2500,4,10000
265,2024-08-20,Customer 027,Delhi,Small Business,Office Chair,Furniture,8000,1,8000
752,2024-08-20,Customer 039,Bengaluru,Small Business,Laptop,Technology,55000,3,165000
112,2024-08-21,Customer 016,Hyderabad,Corporate,Office Chair,Furniture,8000,4,32000
448,2024-08-21,Customer 035,Delhi,Consumer,Office Chair,Furniture,8000,3,24000
506,2024-08-21,Customer 013,Mumbai,Corporate,Notebook,Office Supplies,80,3,240
739,2024-08-21,Customer 039,Bengaluru,Small Business,Smartphone,Technology,30000,5,150000
96,2024-08-22,Customer 014,Pune,Corporate,Whiteboard,Office Supplies,2000,4,8000
107,2024-08-22,Customer 034,Delhi,Corporate,Whiteboard,Office Supplies,2000,5,10000
336,2024-08-22,Customer 037,Mumbai,Small Business,Printer Paper,Office Supplies,300,5,1500
478,2024-08-23,Customer 037,Mumbai,Small Business,Office Chair,Furniture,8000,4,32000
528,2024-08-24,Customer 039,Bengaluru,Small Business,Desk,Furniture,15000,4,60000
662,2024-08-24,Customer 029,Pune,Consumer,Desk,Furniture,15000,1,15000
335,2024-08-25,Customer 037,Mumbai,Small Business,Notebook,Office Supplies,80,5,400
742,2024-08-25,Customer 005,Pune,Consumer,Laptop,Technology,55000,5,275000
40,2024-08-26,Customer 036,Delhi,Corporate,Smartphone,Technology,30000,1,30000
155,2024-08-26,Customer 002,Delhi,Consumer,Smartphone,Technology,30000,3,90000
327,2024-08-27,Customer 024,Hyderabad,Small Business,Smartphone,Technology,30000,4,120000
545,2024-08-28,Customer 025,Bengaluru,Corporate,Bookshelf,Furniture,6000,1,6000
569,2024-08-28,Customer 024,Hyderabad,Small Business,Smartphone,Technology,30000,5,150000
69,2024-09-01,Customer 008,Bengaluru,Consumer,Smartphone,Technology,30000,2,60000
125,2024-09-01,Customer 026,Bengaluru,Small Business,Stapler,Office Supplies,250,5,1250
152,2024-09-01,Customer 034,Delhi,Corporate,Headphones,Technology,2500,1,2500
387,2024-09-01,Customer 033,Bengaluru,Corporate,Stapler,Office Supplies,250,2,500
392,2024-09-01,Customer 025,Bengaluru,Corporate,Filing Cabinet,Furniture,9000,1,9000
70,2024-09-02,Customer 024,Hyderabad,Small Business,Stapler,Office Supplies,250,5,1250
197,2024-09-02,Customer 030,Bengaluru,Consumer,Smartphone,Technology,30000,3,90000
650,2024-09-02,Customer 024,Hyderabad,Small Business,Pen Set,Office Supplies,150,5,750
329,2024-09-03,Customer 026,Bengaluru,Small Business,Office Chair,Furniture,8000,3,24000
17,2024-09-04,Customer 020,Hyderabad,Consumer,Printer Paper,Office Supplies,300,5,1500
85,2024-09-04,Customer 025,Bengaluru,Corporate,Stapler,Office Supplies,250,2,500
256,2024-09-04,Customer 030,Bengaluru,Consumer,Desk,Furniture,15000,3,45000
345,2024-09-05,Customer 004,Bengaluru,Small Business,Filing Cabinet,Furniture,9000,1,9000
375,2024-09-05,Customer 028,Pune,Corporate,Smartphone,Technology,30000,2,60000
475,2024-09-05,Customer 021,Delhi,Corporate,Stapler,Office Supplies,250,3,750
49,2024-09-06,Customer 004,Bengaluru,Small Business,Whiteboard,Office Supplies,2000,1,2000
630,2024-09-06,Customer 025,Bengaluru,Corporate,Monitor,Technology,12000,2,24000
643,2024-09-06,Customer 036,Delhi,Corporate,Laptop,Technology,55000,4,220000
665,2024-09-06,Customer 036,Delhi,Corporate,Monitor,Technology,12000,3,36000
671,2024-09-06,Customer 024,Hyderabad,Small Business,Desk,Furniture,15000,2,30000
682,2024-09-06,Customer 032,Bengaluru,Consumer,Office Chair,Furniture,8000,2,16000
700,2024-09-06,Customer 021,Delhi,Corporate,Pen Set,Office Supplies,150,3,450
467,2024-09-07,Customer 024,Hyderabad,Small Business,Whiteboard,Office Supplies,2000,3,6000
534,2024-09-07,Customer 037,Mumbai,Small Business,Whiteboard,Office Supplies,2000,2,4000
693,2024-09-07,Customer 028,Pune,Corporate,Smartphone,Technology,30000,2,60000
737,2024-09-07,Customer 026,Bengaluru,Small Business,Office Chair,Furniture,8000,1,8000
31,2024-09-08,Customer 018,Mumbai,Corporate,Printer Paper,Office Supplies,300,4,1200
275,2024-09-09,Customer 012,Pune,Corporate,Smartphone,Technology,30000,1,30000
500,2024-09-09,Customer 036,Delhi,Corporate,Pen Set,Office Supplies,150,3,450
90,2024-09-10,Customer 027,Delhi,Small Business,Desk,Furniture,15000,4,60000
287,2024-09-10,Customer 030,Bengaluru,Consumer,Whiteboard,Office Supplies,2000,5,10000
596,2024-09-10,Customer 002,Delhi,Consumer,Whiteboard,Office Supplies,2000,4,8000
689,2024-09-10,Customer 011,Pune,Consumer,Notebook,Office Supplies,80,4,320
296,2024-09-11,Customer 008,Bengaluru,Consumer,Bookshelf,Furniture,6000,3,18000
563,2024-09-11,Customer 027,Delhi,Small Business,Bookshelf,Furniture,6000,2,12000
749,2024-09-11,Customer 026,Bengaluru,Small Business,Stapler,Office Supplies,250,1,250
491,2024-09-12,Customer 017,Delhi,Consumer,Stapler,Office Supplies,250,4,1000
215,2024-09-13,Customer 030,Bengaluru,Consumer,Desk,Furniture,15000,2,30000
538,2024-09-14,Customer 030,Bengaluru,Consumer,Stapler,Office Supplies,250,1,250
666,2024-09-14,Customer 030,Bengaluru,Consumer,Headphones,Technology,2500,4,10000
221,2024-09-15,Customer 001,Bengaluru,Consumer,Pen Set,Office Supplies,150,2,300
532,2024-09-15,Customer 034,Delhi,Corporate,Pen Set,Office Supplies,150,3,450
537,2024-09-15,Customer 004,Bengaluru,Small Business,Filing Cabinet,Furniture,9000,2,18000
539,2024-09-15,Customer 020,Hyderabad,Consumer,Pen Set,Office Supplies,150,1,150
65,2024-09-16,Customer 017,Delhi,Consumer,Laptop,Technology,55000,1,55000
214,2024-09-16,Customer 023,Bengaluru,Small Business,Desk,Furniture,15000,5,75000
562,2024-09-16,Customer 004,Bengaluru,Small Business,Desk,Furniture,15000,4,60000
661,2024-09-16,Customer 023,Bengaluru,Small Business,Filing Cabinet,Furniture,9000,1,9000
567,2024-09-17,Customer 009,Mumbai,Small Business,Bookshelf,Furniture,6000,2,12000
280,2024-09-19,Customer 007,Bengaluru,Consumer,Filing Cabinet,Furniture,9000,5,45000
431,2024-09-19,Customer 024,Hyderabad,Small Business,Filing Cabinet,Furniture,9000,5,45000
561,2024-09-19,Customer 012,Pune,Corporate,Printer Paper,Office Supplies,300,4,1200
163,2024-09-20,Customer 019,Bengaluru,Consumer,Smartphone,Technology,30000,2,60000
348,2024-09-20,Customer 011,Pune,Consumer,Desk,Furniture,15000,3,45000
747,2024-09-20,Customer 010,Pune,Consumer,Office Chair,Furniture,8000,1,8000
268,2024-09-21,Customer 023,Bengaluru,Small Business,Laptop,Technology,55000,4,220000
578,2024-09-21,Customer 023,Bengaluru,Small Business,Office Chair,Furniture,8000,3,24000
673,2024-09-21,Customer 021,Delhi,Corporate,Stapler,Office Supplies,250,4,1000
87,2024-09-22,Customer 013,Mumbai,Corporate,Desk,Furniture,15000,4,60000
208,2024-09-23,Customer 018,Mumbai,Corporate,Bookshelf,Furniture,6000,4,24000
286,2024-09-23,Customer 021,Delhi,Corporate,Bookshelf,Furniture,6000,5,30000
321,2024-09-23,Customer 015,Bengaluru,Consumer,Whiteboard,Office Supplies,2000,5,10000
383,2024-09-24,Customer 039,Bengaluru,Small Business,Whiteboard,Office Supplies,2000,4,8000
613,2024-09-24,Customer 023,Bengaluru,Small Business,Laptop,Technology,55000,1,55000
19,2024-09-25,Customer 034,Delhi,Corporate,Laptop,Technology,55000,5,275000
25,2024-09-25,Customer 013,Mumbai,Corporate,Pen Set,Office Supplies,150,3,450
173,2024-09-25,Customer 027,Delhi,Small Business,Stapler,Office Supplies,250,5,1250
361,2024-09-25,Customer 035,Delhi,Consumer,Pen Set,Office Supplies,150,5,750
199,2024-09-27,Customer 001,Bengaluru,Consumer,Printer Paper,Office Supplies,300,5,1500
191,2024-10-01,Customer 018,Mumbai,Corporate,Stapler,Office Supplies,250,1,250
274,2024-10-01,Customer 018,Mumbai,Corporate,Monitor,Technology,12000,2,24000
729,2024-10-01,Customer 040,Mumbai,Small Business,Printer Paper,Office Supplies,300,2,600
52,2024-10-02,Customer 040,Mumbai,Small Business,Smartphone,Technology,30000,4,120000
317,2024-10-02,Customer 001,Bengaluru,Consumer,Headphones,Technology,2500,3,7500
417,2024-10-02,Customer 039,Bengaluru,Small Business,Monitor,Technology,12000,4,48000
226,2024-10-03,Customer 016,Hyderabad,Corporate,Printer Paper,Office Supplies,300,3,900
541,2024-10-03,Customer 003,Mumbai,Consumer,Bookshelf,Furniture,6000,3,18000
781,2024-10-04,Customer 033,Bengaluru,Corporate,Monitor,Technology,12000,4,48000
419,2024-10-05,Customer 034,Delhi,Corporate,Desk,Furniture,15000,4,60000
452,2024-10-05,Customer 021,Delhi,Corporate,Pen Set,Office Supplies,150,3,450
680,2024-10-05,Customer 037,Mumbai,Small Business,Bookshelf,Furniture,6000,4,24000
713,2024-10-05,Customer 037,Mumbai,Small Business,Filing Cabinet,Furniture,9000,3,27000
18,2024-10-07,Customer 010,Pune,Consumer,Desk,Furniture,15000,2,30000
135,2024-10-07,Customer 030,Bengaluru,Consumer,Pen Set,Office Supplies,150,3,450
29,2024-10-08,Customer 001,Bengaluru,Consumer,Smartphone,Technology,30000,1,30000
174,2024-10-08,Customer 034,Delhi,Corporate,Bookshelf,Furniture,6000,4,24000
259,2024-10-08,Customer 005,Pune,Consumer,Printer Paper,Office Supplies,300,4,1200
482,2024-10-08,Customer 004,Bengaluru,Small Business,Stapler,Office Supplies,250,4,1000
723,2024-10-08,Customer 034,Delhi,Corporate,Printer Paper,Office Supplies,300,4,1200
83,2024-10-09,Customer 003,Mumbai,Consumer,Smartphone,Technology,30000,5,150000
245,2024-10-09,Customer 009,Mumbai,Small Business,Printer Paper,Office Supplies,300,1,300
168,2024-10-10,Customer 031,Mumbai,Corporate,Filing Cabinet,Furniture,9000,4,36000
172,2024-10-10,Customer 006,Pune,Corporate,Headphones,Technology,2500,1,2500
277,2024-10-11,Customer 002,Delhi,Consumer,Monitor,Technology,12000,3,36000
477,2024-10-11,Customer 033,Bengaluru,Corporate,Whiteboard,Office Supplies,2000,5,10000
389,2024-10-12,Customer 016,Hyderabad,Corporate,Stapler,Office Supplies,250,4,1000
699,2024-10-12,Customer 035,Delhi,Consumer,Office Chair,Furniture,8000,5,40000
767,2024-10-12,Customer 008,Bengaluru,Consumer,Whiteboard,Office Supplies,2000,1,2000
257,2024-10-13,Customer 024,Hyderabad,Small Business,Smartphone,Technology,30000,2,60000
325,2024-10-13,Customer 027,Delhi,Small Business,Office Chair,Furniture,8000,1,8000
674,2024-10-13,Customer 038,Delhi,Small Business,Smartphone,Technology,30000,3,90000
